ID,Route,Direction,Milepost_S,Milepost_E,Distance,Slope,Radius,Curve_Length,Num_Lanes,Delta_Slope,Delta_Radius,Delta_Lanes,AADT,Max_Speed,Min_Speed,Mean_Speed,Consequence,Causal_Factor
14578,중앙선,1,290.24,290.8,0.56,-5.9,3000,560,2,0,-3000,0,12282,100,97.6,105.09,0,0
14579,중앙선,1,290.8,291.20963,0.40963,-5.9,0,2040,2,0,3000,0,12282,100,102.8,119.72,0,0
14580,중앙선,1,291.20963,292.12,0.91037,3,0,2040,2,-8.9,0,0,12282,100,119.2,122.46,0,0
14581,중앙선,1,292.12,292.84,0.72,-0.788,0,2040,2,3.788,0,0,12282,100,99.7,112.72,0,0
14582,중앙선,1,292.84,293.16,0.32,-0.788,1000,320,2,0,-1000,0,12282,99.6,97.5,98.28,0,0
14583,중앙선,1,293.16,293.74,0.58,-0.788,0,580,2,0,1000,0,12282,100,100.5,110.52,0,0
14584,중앙선,1,293.74,294.13,0.39,-0.788,1000,390,2,0,-1000,0,12282,100,122.3,125.39,0,0
14585,중앙선,1,294.13,294.32,0.19,-0.788,0,190,2,0,1000,0,16715,100,124.7,125.42,0,0
14586,중앙선,1,294.32,294.58,0.26,-0.788,700,620,2,0,-700,0,16715,100,123.6,123.88,0,0
14587,중앙선,1,294.58,294.94,0.36,3.6,700,620,2,-4.388,0,0,16715,100,112.7,119.1,0,0
14588,중앙선,1,294.94,295.6,0.66,3.6,0,660,2,0,700,0,16715,100,96.1,99.85,0,0
14589,중앙선,1,295.6,296.12,0.52,3.6,1000,520,2,0,-1000,0,16715,100,96,100.44,0,0
14590,중앙선,1,296.12,296.74,0.62,3.6,0,620,2,0,1000,0,16715,100,96.4,100.5,0,0
14591,중앙선,1,296.74,297.25,0.51,3.6,1400,510,2,0,-1400,0,16715,100,92.4,103.18,0,0
14592,중앙선,1,297.25,297.46,0.21,3.6,0,210,2,0,1400,0,16715,91.2,82.9,86.84,0,0
14593,중앙선,1,297.46,297.9,0.44,3.6,900,440,2,0,-900,0,16715,88.6,82.3,85.74,0,0
14594,중앙선,1,297.9,298.1,0.2,3.6,0,200,2,0,900,0,16715,88.6,85.2,87.34,0,0
14595,중앙선,1,298.1,298.5,0.4,3.6,3000,400,2,0,-3000,0,16715,84.8,79.9,81.45,0,0
14596,중앙선,1,298.5,298.78,0.28,3.6,0,280,2,0,3000,0,16715,80,80,80,0,0
14598,중앙선,1,299.40805,300.2,0.79195,-2.3727,700,1420,2,0,0,0,16715,96.7,54.9,82.31,0,0
14599,중앙선,1,300.2,300.75,0.55,-2.3727,700,550,2,0,0,0,16715,96.8,89.1,93.5,0,0
14600,중앙선,1,300.75,301,0.25,-2.3727,600,250,2,0,100,0,16715,97.2,95.3,96.41,0,0
14601,중앙선,1,301,301.8,0.8,-2.3727,0,800,2,0,600,0,16715,97.8,97.2,97.36,0,0
14602,중앙선,1,301.8,302.96,1.16,-2.3727,1300,1160,2,0,-1300,0,16715,97.8,96.6,97.19,0,0
14603,중앙선,1,302.96,303.6,0.64,-2.3727,0,640,2,0,1300,0,16715,98.1,96.1,97.21,0,0
14604,중앙선,1,303.6,304.14,0.54,-2.3727,1500,540,2,0,-1500,0,16715,97.4,97.2,97.31,0,0
14605,중앙선,1,304.14,304.5,0.36,-2.3727,0,360,2,0,1500,0,16715,97.4,97.3,97.38,0,0
14606,중앙선,1,304.5,305.03,0.53,-2.3727,1000,530,2,0,-1000,0,16715,98.2,97.3,97.69,1,6
14607,중앙선,1,305.03,305.75,0.72,-2.3727,0,720,2,0,1000,0,16715,100,98.1,101.42,0,0
14608,중앙선,1,305.75,306.56,0.81,-2.3727,1500,810,2,0,-1500,0,16715,100,98.8,103.47,0,0
14609,중앙선,1,306.56,307.19,0.63,-2.3727,0,630,2,0,1500,0,16715,100,97.5,100.2,0,0
14610,중앙선,1,307.19,307.76,0.57,-2.3727,1200,570,2,0,-1200,0,16715,100,102.2,107.3,1,6
14611,중앙선,1,307.76,308.56,0.8,-2.3727,0,800,2,0,1200,0,16715,100,107.6,108,0,0
14612,중앙선,1,308.56,309.12,0.56,-2.3727,800,820,2,0,-800,0,16715,100,107.6,107.85,0,0
14613,중앙선,1,309.12,309.38,0.26,0.75,800,820,2,-3.1227,0,0,16715,100,108.1,108.26,0,0
14614,중앙선,1,309.38,309.6,0.22,0.75,0,220,2,0,800,0,16715,100,107.8,107.9,1,6
14615,중앙선,1,309.6,310,0.4,0.75,2000,700,2,0,-2000,0,16715,100,107.8,107.85,0,0
14616,중앙선,1,310,310.3,0.3,-1.8,2000,700,2,2.55,0,0,16715,100,101.4,105.09,0,0
14617,중앙선,1,310.3,311.84,1.54,-1.8,0,1540,2,0,2000,0,16715,100,97.2,104.66,0,0
14618,중앙선,1,311.84,312.42,0.58,-1.8,1000,580,2,0,-1000,0,16715,100,107.2,107.38,1,6
14619,중앙선,1,312.42,312.46,0.04,-1.8,0,1720,2,0,1000,0,18132,100,107.2,107.2,0,0
14620,중앙선,1,312.46,313.217,0.757,1.25,0,1720,2,-3.05,0,0,18132,100,107.1,107.8,0,0
14621,중앙선,1,313.217,313.955,0.738,0,0,1720,2,1.25,0,0,18132,100,104.2,107.24,0,0
14622,중앙선,1,313.955,314.14,0.185,2.5,0,1720,2,-2.5,0,0,18132,100,100.8,102.04,0,0
14623,중앙선,1,314.14,314.455,0.315,2.5,5000,315,2,0,-5000,0,18132,100,99.9,100.13,0,0
14624,중앙선,1,314.455,314.678,0.223,2.5,0,223,2,0,5000,0,18132,100,100.5,101.1,0,0
14625,중앙선,1,314.678,315.16,0.482,2.5,1300,862,2,0,-1300,0,18132,100,102.3,103.75,1,6
14626,중앙선,1,315.16,315.54,0.38,-2.5086,1300,862,2,5.0086,0,0,18132,100,98.2,101.17,0,0
14627,중앙선,1,315.54,315.761,0.221,-2.5086,0,221,2,0,1300,0,18132,97.7,95.7,96.49,0,0
14628,중앙선,1,315.761,316.02,0.259,-2.5086,5000,259,2,0,-5000,0,18132,100,95.8,98.58,0,0
14629,중앙선,1,316.02,316.845,0.825,-2.5086,0,825,2,0,5000,0,18132,100,103.2,107.42,0,0
14630,중앙선,1,316.845,317.6,0.755,-2.5086,3000,950,2,0,-3000,0,18132,100,107.9,108.08,0,0
14631,중앙선,1,317.6,317.795,0.195,1.38,3000,950,2,-3.8886,0,0,18132,100,107.9,107.9,0,0
14632,중앙선,1,317.795,318.53,0.735,1.38,0,735,2,0,3000,0,6877,100,107.6,107.77,0,0
14633,중앙선,1,318.53,319.5,0.97,-2.54,1400,970,2,3.92,-1400,0,6877,100,107.6,108.05,0,0
14634,중앙선,1,319.5,320.12,0.62,-2.54,0,990,2,0,1400,0,6877,100,107.8,107.93,0,0
14635,중앙선,1,320.12,320.49,0.37,0.4513,0,990,2,-2.9913,0,0,6877,100,107.7,107.84,0,0
14636,중앙선,1,320.49,320.86,0.37,0.4513,3000,675,2,0,-3000,0,6877,100,102.9,104.75,0,0
14637,중앙선,1,320.86,321.165,0.305,-0.6201,3000,675,2,1.0714,0,0,6877,100,103,104.49,0,0
14638,중앙선,1,321.165,321.96,0.795,-0.6201,0,795,2,0,3000,0,6877,100,97.1,103.57,0,0
14639,중앙선,1,321.96,322.725,0.765,-0.6201,1000,765,2,0,-1000,0,6877,100,97.2,104.9,0,0
14640,중앙선,1,322.725,322.96,0.235,-0.6201,0,635,2,0,1000,0,6877,100,106.8,108.06,0,0
14641,중앙선,1,322.96,323.36,0.4,2.9895,0,635,2,-3.6096,0,0,6877,100,98.6,103.55,0,0
14642,중앙선,1,323.36,324.015,0.655,2.9895,1000,655,2,0,-1000,0,6877,100,103.8,107.47,0,0
14643,중앙선,1,324.015,324.16,0.145,2.9895,0,1225,2,0,1000,0,6877,100,99.5,101.12,0,0
14644,중앙선,1,324.16,325.14,0.98,-0.5,0,1225,2,3.4895,0,0,6877,98.9,96.1,97.59,0,0
14645,중앙선,1,325.14,325.24,0.1,1.1557,0,1225,2,-1.6557,0,0,6877,97.3,95.8,96.57,0,0
14646,중앙선,1,325.24,325.74,0.5,1.1557,1200,2000,2,0,-1200,0,7367,100,93.8,97.33,0,0
14647,중앙선,1,325.74,326.68,0.94,-3.9685,1200,2000,2,5.1242,0,0,7367,100,98.3,101.4,0,0
14648,중앙선,1,326.68,327.24,0.56,1.1478,1200,2000,2,-5.1163,0,0,7367,98.5,98.4,98.49,0,0
14649,중앙선,1,327.24,328.115,0.875,1.1478,0,875,2,0,1200,0,7367,98.5,97.9,98.25,0,0
14650,중앙선,1,328.115,328.3,0.185,1.1478,2000,1550,2,0,-2000,0,7367,97.9,97.8,97.85,0,0
14651,중앙선,1,328.3,329.1,0.8,1.1186,2000,1550,2,0.0292,0,0,7367,98.4,97.9,98.17,0,0
14652,중앙선,1,329.1,329.665,0.565,2.4296,2000,1550,2,-1.311,0,0,7367,98.2,97.9,98.07,0,0
14653,중앙선,1,329.665,330.2,0.535,2.4296,0,1330,2,0,2000,0,7367,98.5,98.1,98.21,0,0
14654,중앙선,1,330.2,330.995,0.795,3.4,0,1330,2,-0.9704,0,0,7367,99,98.3,98.68,0,0
14655,중앙선,1,330.995,331.18,0.185,3.4,3000,505,2,0,-3000,0,7367,98.4,98.3,98.36,0,0
14656,중앙선,1,331.18,331.5,0.32,-2.0386,3000,505,2,5.4386,0,0,7367,98.4,98.2,98.34,0,0
14657,중앙선,1,331.5,331.78,0.28,-2.0386,2000,280,2,0,1000,0,7367,98.2,97.8,97.96,0,0
14658,중앙선,1,331.78,332.28,0.5,-2.0386,0,1420,2,0,2000,0,7367,98.2,97.8,98.01,0,0
14659,중앙선,1,332.28,332.76,0.48,0.5,0,1420,2,-2.5386,0,0,7367,98.2,97.9,98.08,0,0
14660,중앙선,1,332.76,333.2,0.44,3.6125,0,1420,2,-3.1125,0,0,7367,98,97.8,97.94,0,0
14661,중앙선,1,333.2,333.9,0.7,3.6125,1714,1500,2,0,-1714,0,7367,98.1,96.3,97.3,0,0
14662,중앙선,1,333.9,334.7,0.8,-2.9778,1714,1500,2,6.5903,0,0,7367,98.8,98.3,98.48,0,0
14663,중앙선,1,334.7,334.935,0.235,-2.9778,0,235,2,0,1714,0,7367,98.3,97.9,98.1,0,0
14664,중앙선,1,334.935,335.14,0.205,-2.9778,3000,210,2,0,-3000,0,7367,97.8,97.6,97.62,0,0
14665,중앙선,1,335.14,335.145,0.005,1.5332,3000,210,2,-4.511,0,0,7367,100,100,100,0,0
14666,중앙선,1,335.145,336.06,0.915,1.5332,0,1420,2,0,3000,0,7367,98.6,97.7,98.26,0,0
14667,중앙선,1,336.06,336.565,0.505,-1,0,1420,2,2.5332,0,0,7367,98.4,97.9,98.2,0,0
14668,중앙선,1,336.565,336.66,0.095,-1,2000,360,2,0,-2000,0,7845,98.1,98,98.02,0,0
14669,중앙선,1,336.66,336.925,0.265,1.3,2000,360,2,-2.3,0,0,7845,98.3,98.1,98.15,0,0
14670,중앙선,1,336.925,337.66,0.735,1.3,0,735,2,0,2000,0,7845,98.6,98.4,98.52,0,0
14671,중앙선,1,337.66,338,0.34,1.3,720,1460,2,0,-720,0,7845,98.7,98.5,98.63,0,0
14672,중앙선,1,338,339.12,1.12,-3.483,720,1460,2,4.783,0,0,7845,98.7,96.7,97.96,0,0
14673,중앙선,1,339.12,339.4,0.28,-3.483,0,400,2,0,720,0,7845,97.1,96.8,96.92,0,0
14674,중앙선,1,339.4,339.52,0.12,1.3,0,400,2,-4.783,0,0,7845,97.4,97.2,97.3,0,0
14675,중앙선,1,339.52,340.46,0.94,1.3,750,940,2,0,-750,0,7845,98.1,97.5,97.96,0,0
14676,중앙선,1,340.46,340.5,0.04,1.3,0,260,2,0,750,0,7845,97.9,97.9,97.9,0,0
14677,중앙선,1,340.5,340.72,0.22,2.8,0,260,2,-1.5,0,0,7845,98,97.9,97.92,0,0
14678,중앙선,1,340.72,341.38,0.66,2.8,800,660,2,0,-800,0,7845,98.5,98,98.16,0,0
14679,중앙선,1,341.38,341.5,0.12,2.8,1261,980,2,0,-461,0,7845,98.5,98.4,98.47,0,0
14680,중앙선,1,341.5,342.36,0.86,-1.2,1261,980,2,4,0,0,7845,98.7,98.4,98.5,0,0
14681,중앙선,1,342.36,342.86,0.5,-1.2,0,795,2,0,1261,0,7845,98.7,98.1,98.34,0,0
14682,중앙선,1,342.86,343.155,0.295,0.6,0,795,2,-1.8,0,0,7845,98.4,98.1,98.25,0,0
14683,중앙선,1,343.155,344.045,0.89,0.6,800,890,2,0,-800,0,7845,98.4,97.9,98.04,0,0
14684,중앙선,1,344.045,344.1,0.055,0.6,0,265,2,0,800,0,7845,98.1,98.1,98.1,0,0
14685,중앙선,1,344.1,344.31,0.21,3.17,0,265,2,-2.57,0,0,7845,98.7,98.1,98.42,0,0
14686,중앙선,1,344.31,345.145,0.835,3.17,800,835,2,0,-800,0,7845,98.8,97.8,98.23,0,0
14687,중앙선,1,345.145,345.785,0.64,3.17,0,640,2,0,800,0,7845,98.3,98,98.13,0,0
14688,중앙선,1,345.785,346.2,0.415,3.17,2000,640,2,0,-2000,0,7845,98.2,98.1,98.14,0,0
14689,중앙선,1,346.2,346.425,0.225,0.6594,2000,640,2,2.5106,0,0,7845,98.3,98.2,98.23,0,0
14690,중앙선,1,346.425,347.26,0.835,0.6594,0,990,2,0,2000,0,7845,98.3,98,98.17,0,0
14691,중앙선,1,347.26,347.415,0.155,4.3123,0,990,2,-3.6529,0,0,7845,98.1,98,98.02,0,0
14692,중앙선,1,347.415,347.882,0.467,4.3123,1200,467,2,0,-1200,0,7845,98.6,98.1,98.39,0,0
14693,중앙선,1,347.882,349.015,1.133,4.3123,0,1133,2,0,1200,0,7845,98.3,96.1,97.37,0,0
14694,중앙선,1,349.015,349.62,0.605,4.3123,2000,735,2,0,-2000,0,7845,96.3,91.1,94.71,0,0
14695,중앙선,1,349.62,349.75,0.13,-1.5,2000,735,2,5.8123,0,0,7845,90.7,89.9,90.27,0,0
14696,중앙선,1,349.75,351.28,1.53,-1.5,0,1800,2,0,2000,0,7845,97.6,87.9,93.01,0,0
14697,중앙선,1,351.28,351.55,0.27,-3.583,0,1800,2,2.083,0,0,7845,96.7,89.5,92.87,0,0
14698,중앙선,1,351.55,352.5,0.95,-3.583,2300,960,2,0,-2300,0,7845,100,89.5,93.32,0,0
14699,중앙선,1,352.5,352.51,0.01,-2.7941,2300,960,2,-0.7889,0,0,7845,100,100,100,0,0
14700,중앙선,1,352.51,353.775,1.265,-2.7941,0,1265,2,0,2300,0,7845,100,92,96.96,0,0
14701,중앙선,1,353.775,354.18,0.405,-2.7941,3000,810,2,0,-3000,0,7845,98,93.3,95.36,0,0
14702,중앙선,1,354.18,354.585,0.405,-1.5769,3000,810,2,-1.2172,0,0,7845,100,93.8,98.92,0,0
14703,중앙선,1,354.585,355.48,0.895,-1.5769,0,1440,2,0,3000,0,7845,100,107.6,120.12,0,0
14704,중앙선,1,355.48,356.025,0.545,2.1364,0,1440,2,-3.7133,0,0,7845,100,127.8,131.58,0,0
14705,중앙선,1,356.025,356.82,0.795,2.1364,2000,1160,2,0,-2000,0,7845,100,130.9,136.24,0,0
14706,중앙선,1,356.82,357.185,0.365,-2,2000,1160,2,4.1364,0,0,7845,100,129.8,132.75,0,0
14707,중앙선,1,357.185,358.575,1.39,-2,0,1390,2,0,2000,0,7845,100,98.1,112.72,0,0
14708,중앙선,1,358.575,358.76,0.185,-2,700,740,2,0,-700,0,7845,100,113.7,120.47,0,0
14709,중앙선,1,358.76,359.315,0.555,-0.8256,700,740,2,-1.1744,0,0,7845,100,98,110.26,0,0
14710,중앙선,1,359.315,360.02,0.705,-0.8256,0,705,2,0,700,0,7845,100,98.9,110.33,0,0
14711,중앙선,1,360.02,360.51,0.49,-0.8256,900,925,2,0,-900,0,7845,100,94.6,102.41,0,0
14712,중앙선,1,360.51,360.945,0.435,-1.6017,900,925,2,0.7761,0,0,7845,100,95.9,105.3,0,0
14713,중앙선,1,360.945,361.14,0.195,-1.6017,0,495,2,0,900,0,7845,100,116.8,121.8,0,0
14714,중앙선,1,361.14,361.44,0.3,-3.227,0,495,2,1.6253,0,0,7845,100,126.1,129.43,0,0
14715,중앙선,1,361.44,362.12,0.68,-3.227,800,1210,2,0,-800,0,10166,100,111.8,118.52,0,0
14716,중앙선,1,362.12,362.58,0.46,-0.042,800,1210,2,-3.185,0,0,10166,100,111.7,113.23,0,0
14717,중앙선,1,362.58,362.65,0.07,1.583,800,1210,2,-1.625,0,0,10166,100,114.2,114.2,0,0
14718,중앙선,1,362.65,362.96,0.31,1.583,0,750,2,0,800,0,10166,100,112.4,113.11,0,0
14719,중앙선,1,362.96,363.4,0.44,-0.822,0,750,2,2.405,0,0,10166,100,99.6,106.23,0,0
14720,중앙선,1,363.4,364.08,0.68,-0.042,1200,680,2,-0.78,-1200,0,10166,100,98.2,100.56,0,0
14721,중앙선,1,364.08,364.32,0.24,-0.042,0,730,2,0,1200,0,10166,100,100,101.44,0,0
14722,중앙선,1,364.32,364.81,0.49,2.4,0,730,2,-2.442,0,0,10166,100,95.4,97.07,0,0
14723,중앙선,1,364.81,365.04,0.23,2.4,700,465,2,0,-700,0,10166,100,102,104.17,0,0
14724,중앙선,1,365.04,365.275,0.235,-0.9,700,465,2,3.3,0,0,10166,100,99,102.04,0,0
14725,중앙선,1,365.275,365.98,0.705,-0.9,0,945,2,0,700,0,10166,100,97.4,103.33,0,0
14726,중앙선,1,365.98,366.22,0.24,-0.309,0,945,2,-0.591,0,0,10166,100,104,105.76,0,0
14727,중앙선,1,366.22,366.88,0.66,-0.309,2000,1370,2,0,-2000,0,10166,100,99.8,109.06,0,0
14728,중앙선,1,366.88,367.59,0.71,0.545,2000,1370,2,-0.854,0,0,10166,100,107.5,108.24,0,0
14729,중앙선,1,367.59,367.9,0.31,0.545,0,320,2,0,2000,0,10166,100,100.7,104,0,0
14730,중앙선,1,367.9,367.91,0.01,0.3,0,320,2,0.245,0,0,10166,100,100,100,0,0
14731,중앙선,1,367.91,368.095,0.185,0.3,1080,185,2,0,-1080,0,10166,100,96.8,98.37,0,0
14732,중앙선,1,368.095,369.258,1.163,0.3,0,1163,2,0,1080,0,10166,100,91.6,95.86,0,0
14733,중앙선,1,369.258,369.48,0.222,0.3,3000,707,2,0,-3000,0,10166,98.5,91.9,94.68,0,0
14734,중앙선,1,369.48,369.965,0.485,-0.465,3000,707,2,0.765,0,0,10166,100,100.8,119.19,0,0
14735,중앙선,1,369.965,370.205,0.24,-0.465,0,240,2,0,3000,0,10166,100,116.6,118.9,0,0
14736,중앙선,1,370.205,370.41,0.205,-0.465,600,730,2,0,-600,0,10166,100,109.1,111.58,0,0
14737,중앙선,1,370.41,370.935,0.525,1.5626,600,730,2,-2.0276,0,0,10166,100,103.9,107.14,0,0
14738,중앙선,1,370.935,371.28,0.345,1.5626,0,747,2,0,600,0,10166,100,100.8,101.5,0,0
14739,중앙선,1,371.28,371.682,0.402,-0.217,0,747,2,1.7796,0,0,10166,100,98.2,99.63,0,0
14740,중앙선,1,371.682,372.075,0.393,-0.217,1200,393,2,0,-1200,0,10166,100,98.8,102.4,0,0
14741,중앙선,1,372.075,372.16,0.085,-0.217,0,255,2,0,1200,0,10166,100,106.2,106.55,0,0
14742,중앙선,1,372.16,372.33,0.17,1.301,0,255,2,-1.518,0,0,10166,100,107.5,108.83,0,0
14743,중앙선,1,372.33,372.73,0.4,1.301,1200,400,2,0,-1200,0,10166,100,110.9,113.26,0,0
14744,중앙선,1,372.73,372.965,0.235,1.301,0,235,2,0,1200,0,10166,100,115.6,116.18,0,0
14745,중앙선,1,372.965,373.35,0.385,1.301,1200,385,2,0,-1200,0,10166,100,116.9,117.98,0,0
14746,중앙선,1,373.35,373.56,0.21,1.301,0,402,2,0,1200,0,10166,100,116.8,117.72,0,0
14747,중앙선,1,373.56,373.752,0.192,1.188,0,402,2,0.113,0,0,10166,100,114.2,115.18,0,0
14748,중앙선,1,373.752,374.28,0.528,1.188,870,1413,2,0,-870,0,10166,100,111.2,112.09,0,0
14749,중앙선,1,374.28,375.04,0.76,5.75,870,1413,2,-4.562,0,0,10166,100,102.3,105.38,0,0
14750,중앙선,1,375.04,375.165,0.125,2.855,870,1413,2,2.895,0,0,10166,100,105.4,105.4,0,0
14751,중앙선,1,375.165,375.8,0.635,2.855,8000,635,2,0,-7130,0,10166,100,105.5,107.44,0,0
14752,중앙선,1,375.8,376.12,0.32,2.855,0,680,2,0,8000,0,10166,100,108.8,109.2,0,0
14753,중앙선,1,376.12,376.48,0.36,1.496,0,680,2,1.359,0,0,10166,100,110.3,113.83,0,0
14754,중앙선,1,376.48,377.98,1.5,1.496,1120,1570,2,0,-1120,0,10166,100,114.8,120.56,0,0
14755,중앙선,1,377.98,378.05,0.07,-0.3,1120,1570,2,1.796,0,0,10166,100,122.7,122.8,0,0
14756,중앙선,1,378.05,379.34,1.29,-0.3,0,1740,2,0,1120,0,10166,100,115.2,121.36,0,0
14757,중앙선,1,379.34,379.79,0.45,1.116,0,1740,2,-1.416,0,0,10166,100,123.1,125.47,0,0
14758,중앙선,1,379.79,380.1,0.31,1.116,1200,1000,2,0,-1200,0,10166,100,123.1,124.07,0,0
14759,중앙선,1,380.1,380.79,0.69,5.392,1200,1000,2,-4.276,0,0,10166,100,123.5,126.21,0,0
14760,중앙선,1,380.79,381.02,0.23,5.392,500,1010,2,0,700,0,10166,100,122.4,122.68,0,0
14761,중앙선,1,381.02,381.8,0.78,-4.841,500,1010,2,10.233,0,0,10166,100,111.1,115.56,0,0
14762,중앙선,1,381.8,382.428,0.628,-4.841,0,628,2,0,500,0,10166,100,118,124,0,0
14763,중앙선,1,382.428,383.322,0.894,-4.841,1000,894,2,0,-1000,0,10166,100,84,93.96,0,0
14764,중앙선,1,383.322,383.884,0.562,-4.841,0,562,2,0,1000,0,10166,98.6,92.3,94.68,0,0
14765,중앙선,1,383.884,384.898,1.014,-4.841,510,1014,2,0,-510,0,10166,92.4,86.2,88.29,0,0
14766,중앙선,1,384.898,384.9,0.002,-4.841,0,658,2,0,510,0,10166,100,100,100,0,0
14767,중앙선,1,384.9,385.24,0.34,-1.528,0,658,2,-3.313,0,0,10166,86,78,81.07,0,0
14768,중앙선,1,385.24,385.556,0.316,-2.945,0,658,2,1.417,0,0,10166,86.6,1.5,49.45,0,0
14769,중앙선,1,385.556,385.872,0.316,-2.945,3000,316,2,0,-3000,0,10166,78.8,76.5,77.7,0,0
14770,중앙선,1,385.872,386.44,0.568,-2.945,0,1124,2,0,3000,0,12934,100,100,100,0,0
14771,중앙선,1,386.44,386.996,0.556,-1.91,0,1124,2,-1.035,0,0,12934,100,100,100,0,0
14210,중앙선,1,109.1,109.2,0.1,-1.647,1500,500,3,0,0,0,27724,100,100,100,0,0
14211,중앙선,1,109.2,109.253,0.053,-1.647,1500,500,2,0,0,1,27724,100,100,100,0,0
14212,중앙선,1,109.253,109.6,0.347,2.85,1500,500,2,-4.497,0,0,27724,77.2,77.2,77.2,0,0
14213,중앙선,1,109.6,110.16,0.56,2.85,0,560,2,0,1500,0,27724,93.8,77.2,84.5,0,0
14214,중앙선,1,110.16,110.36,0.2,2.85,100,1460,2,0,-100,0,27724,98.4,94.4,96.16,0,0
14215,중앙선,1,110.36,111.42,1.06,2.132,100,1460,2,0.718,0,0,27724,100,86.3,98.27,0,0
14216,중앙선,1,111.42,111.62,0.2,0.63,100,1460,2,1.502,0,0,27724,100,107.8,111.72,0,0
14217,중앙선,1,111.62,112.3,0.68,0.63,0,680,2,0,100,0,27724,100,113.9,115.01,0,0
14218,중앙선,1,112.3,112.55,0.25,0.63,6500,250,2,0,-6500,0,27724,100,112.9,113.75,0,0
14219,중앙선,1,112.55,112.8,0.25,0.63,0,250,2,0,6500,0,27724,100,112.4,112.4,1,8
14220,중앙선,1,112.8,113.07,0.27,0.63,7000,270,2,0,-7000,0,27724,100,100,100,0,0
14221,중앙선,1,113.07,113.91,0.84,0.63,0,840,2,0,7000,0,23057,100,92.3,105.47,0,0
14222,중앙선,1,113.91,114.2,0.29,0.63,1100,820,2,0,-1100,0,23057,100,96.4,101.58,0,0
14223,중앙선,1,114.2,114.73,0.53,0.871,1100,820,2,-0.241,0,0,23057,100,108.2,113.32,0,0
14224,중앙선,1,114.73,115.11,0.38,0.871,0,380,2,0,1100,0,23057,100,113.6,114.14,0,0
14225,중앙선,1,115.11,115.4,0.29,0.871,800,940,2,0,-800,0,23057,100,113.5,113.55,0,0
14226,중앙선,1,115.4,116.05,0.65,0.2,800,940,2,0.671,0,0,23057,100,113.4,113.52,0,0
14227,중앙선,1,116.05,117.69,1.64,0.2,0,1640,2,0,800,0,23057,100,109.2,113.17,0,0
14228,중앙선,1,117.69,117.8,0.11,0.2,5000,490,2,0,-5000,0,23057,100,103.7,105.97,0,0
14229,중앙선,1,117.8,118.18,0.38,2.36,5000,490,2,-2.16,0,0,23057,100,91.1,95.01,0,0
14230,중앙선,1,118.18,118.54,0.36,2.36,0,360,2,0,5000,0,23057,95,91,92.46,0,0
14231,중앙선,1,118.54,118.8,0.26,2.36,5000,540,2,0,-5000,0,23057,97,95.6,96.47,0,0
14232,중앙선,1,118.8,119.08,0.28,0.2,5000,540,2,2.16,0,0,23057,95.2,89.2,91.32,0,0
14233,중앙선,1,119.08,119.36,0.28,0.2,0,280,2,0,5000,0,23057,94.9,89.7,92.2,0,0
14234,중앙선,1,119.36,119.76,0.4,0.2,5000,680,2,0,-5000,0,23057,98.3,95.4,97.34,0,0
14235,중앙선,1,119.76,120.04,0.28,0.9,5000,680,2,-0.7,0,0,23057,97.5,93.5,95.16,0,0
14236,중앙선,1,120.04,120.2,0.16,0.9,0,160,2,0,5000,0,23057,95.2,93.7,94.4,0,0
14237,중앙선,1,120.2,120.44,0.24,0.9,1000,1400,2,0,-1000,0,23057,98.2,95.8,97.18,0,0
14238,중앙선,1,120.44,121.28,0.84,1.55,1000,1400,2,-0.65,0,0,23057,98.2,95.9,96.79,0,0
14239,중앙선,1,121.28,121.6,0.32,1.8877,1000,1400,2,-0.3377,0,0,23057,97.3,96.5,97.06,0,0
14240,중앙선,1,121.6,122,0.4,1.8877,0,400,2,0,1000,0,23057,97.1,96.1,96.48,0,0
14241,중앙선,1,122,122.3,0.3,1.8877,1000,600,2,0,-1000,0,23057,97.4,96.1,96.67,0,0
14242,중앙선,1,122.3,122.6,0.3,3.1556,1000,600,2,-1.2679,0,0,23057,97.5,90.2,95.03,0,0
14243,중앙선,1,122.6,123.46,0.86,3.1556,0,1060,2,0,1000,0,23057,98.6,87.4,94.02,0,0
14244,중앙선,1,123.46,123.66,0.2,1.6665,0,1060,2,1.4891,0,0,23057,97.1,97,97.01,0,0
14245,중앙선,1,123.66,124.06,0.4,1.6665,2000,560,2,0,-2000,0,23057,97.1,96.8,97,0,0
14246,중앙선,1,124.06,124.22,0.16,3.85,2000,560,2,-2.1835,0,0,23057,96.9,96.8,96.89,0,0
14247,중앙선,1,124.22,124.8,0.58,3.85,0,620,2,0,2000,0,23057,97.3,96.7,96.97,0,0
14248,중앙선,1,124.8,124.84,0.04,3,0,620,2,0.85,0,0,23057,97.2,97.2,97.2,0,0
14249,중앙선,1,124.84,125.6,0.76,3,550,760,2,0,-550,0,23057,97.5,95.8,96.72,0,0
14250,중앙선,1,125.6,126.45,0.85,3,0,850,2,0,550,0,23057,97.5,97.2,97.4,0,0
14251,중앙선,1,126.45,126.62,0.17,3,700,1510,2,0,-700,0,22884,100,100,100,0,0
14252,중앙선,1,126.62,127.64,1.02,3,700,1510,2,0,0,0,22884,100,67.7,86.11,0,0
14253,중앙선,1,127.64,127.96,0.32,3.351,700,1510,2,-0.351,0,0,22884,100,108.8,109.2,0,0
